Student ID,Name,Branch,Semester,Courses taken,CGPA,Preferences,Courses_taken_ids
407,Student_407,ECE,4,5,7.29,Robotics,10B13PD832;13B11NHS731;10B17CI572;13B1NCI831;10B1NCI835
408,Student_408,ECE,2,8,5,Cybersecurity,10B1NCI831;14B1NCI835;14B1NCI831;10B19CI591;10B1NCI733;13B11NHS731;11B1NCI831;14B1NCI833
409,Student_409,ECE,8,5,7.66,Data Science,14B1NCI731;10B1NPD735;10B11CI511;10B19CI791;11B1NCI831
410,Student_410,ECE,6,6,6.34,AI,14B1NCI833;10B17CI672;14B1NCI831;10B17CI671;10B11PD611;10B17EC574
411,Student_411,CSE,4,6,9.31,Robotics,10B19CI891;13B1NHS831;10B1NPD735;10B1NPD734;13B11NHS731;10B11PD611
412,Student_412,ECE,5,2,6.07,ML,10B11PD611;10B13PD832
413,Student_413,ECE,5,6,5,Robotics,11B1NCI831;10B1NCI831;14B1NCI832;14B1NCI835;10B17CI571;10B2NCI853
414,Student_414,CSE,1,5,6.43,AI,10B11EC514;10B1NCI733;10B11CI611;10B11PH611;10B11CI612
415,Student_415,CSE,4,5,5,AI,10B17CI572;10B17CI672;10B11CI611;14B1NCI831;10B17CI571
416,Student_416,CSE,3,9,7.9,AI,13B11NHS731;10B2NCI853;13B1NCI831;10B1NPD735;10B11CI512;10B17CI673;10B1NCI731;14B1NCI834;10B1NPD733
417,Student_417,CSE,2,3,5,Cybersecurity,10B1NPD735;14B1NCI835;10B1NCI835
418,Student_418,ECE,4,8,7.03,IoT,10B13CI834;10B1NPD735;13B1NCI834;14B1NCI833;10B11CI611;10B11EC514;10B19CI891;10B11PD511
419,Student_419,ECE,8,5,5,Data Science,14B1NCI831;10B11PD511;10B19CI691;10B17CI671;11B1NCI831
420,Student_420,ECE,6,5,6.62,Cybersecurity,10B19CI791;10B2NCI853;14B1NCI731;14B1NCI834;10B1NPD732
421,Student_421,ECE,3,8,8.97,Cybersecurity,14B1NCI731;10B17CI673;13B11NHS731;13B1NHS831;10B11PD511;10B11CI512;10B1NPD734;14B1NCI831
422,Student_422,ECE,6,7,7.43,IoT,14B1NCI831;10B11PH611;10B11CI611;11B1NCI731;10B17EC574;10B1NPD733;10B11EC514
423,Student_423,ECE,7,7,5.96,Cybersecurity,14B1NCI834;10B19CI891;10B19GE698;10B19CI791;10B1NCI837;11B1NCI831;14B1NCI831
424,Student_424,CSE,6,8,6.96,AI,13B1NCI832;10B17EC574;10B1NPD735;10B11CI611;10B1NCI733;10B1NPD734;12B2NCI752;11B1NCI831
425,Student_425,ECE,5,5,7.02,AI,10B17CI571;10B11PH611;10B13PD831;12B2NCI752;10B1NCI831
426,Student_426,CSE,3,5,7.57,Robotics,10B1NPD732;11B1NCI731;10B19CI591;10B11CI511;14B1NCI731
427,Student_427,CSE,6,4,5.36,ML,10B1NCI835;10B17EC574;14B1NCI832;10B11CI511
428,Student_428,ECE,5,4,7.71,Cybersecurity,14B1NCI831;10B1NPD732;10B1NCI731;10B1NCI733
429,Student_429,CSE,6,10,5,ML,12B2NCI752;10B11CI611;10B19CI691;12B1NHS831;10B11PD611;10B17CI572;10B28CI581;10B19CI891;10B11CI513;10B11CI612
430,Student_430,ECE,6,8,6.24,Data Science,10B13CI834;10B11CI513;10B1NCI831;12B1NHS831;13B1NCI831;10B2NCI853;10B1NCI731;10B17EC574
431,Student_431,CSE,7,3,6.41,AI,10B28CI581;12B2NCI752;10B17CI673
432,Student_432,ECE,3,3,7.76,Robotics,10B19CI891;10B13PD832;10B11CI511
433,Student_433,CSE,7,7,7.03,Data Science,10B11PD511;10B11CI513;10B17CI571;10B11PH611;10B1NCI736;13B1NHS831;10B1NCI731
434,Student_434,ECE,5,7,5.31,Robotics,13B1NHS831;10B19CI591;12B2NCI752;11B1NCI831;10B11CI511;10B1NCI731;10B2NCI853
435,Student_435,ECE,8,7,5.82,IoT,10B1NCI736;10B1NCI835;10B17CI672;10B17EC574;13B1NCI834;10B17CI572;14B1NCI835
436,Student_436,ECE,3,5,7.24,AI,11B1NCI831;10B19CI591;10B13PD831;14B1NCI832;10B17EC574
437,Student_437,ECE,8,6,6.91,Data Science,10B11PD611;10B1NCI731;10B11CI611;10B13PD831;10B11CI513;14B1NCI832
438,Student_438,ECE,5,7,6.31,IoT,10B11CI513;12B1NHS831;10B11CI613;10B11PD611;10B11CI611;10B13PD832;10B11CI511
439,Student_439,CSE,3,6,6.42,Data Science,14B1NCI831;10B1NCI835;10B19CI791;13B11NHS731;12B2NCI752;10B1NPD735
440,Student_440,CSE,4,2,7.84,Robotics,10B11PD511;13B1NCI834
441,Student_441,CSE,4,6,6.38,IoT,10B13PD831;10B13PD832;14B1NCI834;13B1NCI831;13B1NCI834;10B1NPD734
442,Student_442,ECE,5,4,6.89,IoT,10B1NPD733;10B1NCI835;14B1NCI832;13B1NCI832
443,Student_443,CSE,6,6,9.6,AI,10B13PD832;14B1NCI835;10B1NPD734;10B17CI672;10B1NCI736;10B17CI572
444,Student_444,ECE,3,10,5.29,ML,10B17EC574;10B17CI572;10B11CI611;10B11PD511;10B17CI673;10B1NCI733;11B1NCI731;10B11CI613;10B17CI571;10B13CI834
445,Student_445,ECE,4,7,5,Robotics,10B19GE698;10B11CI511;13B1NCI834;14B1NCI834;10B19CI891;10B11PD511;10B2NCI853
446,Student_446,CSE,8,5,7.94,Robotics,10B11PH611;10B11EC514;10B13PD831;11B1NCI831;10B13CI834
447,Student_447,CSE,8,8,6.19,IoT,11B1NCI731;10B1NCI831;14B1NCI834;10B1NPD734;10B1NPD735;13B1NCI834;10B11PH611;14B1NCI831
448,Student_448,ECE,5,7,6.62,IoT,10B17EC574;13B1NCI834;10B19CI791;10B11CI612;14B1NCI834;10B1NPD734;10B17CI671
449,Student_449,CSE,5,7,6.06,AI,12B1NHS831;13B1NCI832;10B17CI672;14B1NCI834;14B1NCI833;10B1NPD735;10B11CI513
450,Student_450,ECE,5,7,6.69,ML,10B11CI612;10B28CI581;13B1NCI834;12B2NCI752;10B17CI571;10B17CI671;10B17EC574
451,Student_451,ECE,6,10,8.92,Robotics,13B1NCI831;10B11CI512;11B1NCI731;10B2NCI853;10B13PD832;10B17CI571;10B1NPD734;12B2NCI752;10B17CI672;14B1NCI834
452,Student_452,ECE,2,4,7.96,Cybersecurity,10B1NCI733;14B1NCI832;10B11PD611;14B1NCI731
453,Student_453,ECE,4,7,8.03,Cybersecurity,10B1NCI736;10B13PD831;12B1NHS831;10B1NCI731;14B1NCI833;10B17CI671;10B17CI672
454,Student_454,ECE,1,4,5.3,ML,10B1NCI835;13B1NCI832;13B1NCI831;10B1NCI831
455,Student_455,CSE,5,7,5.62,Data Science,10B17CI672;12B2NCI752;10B11PD611;10B1NCI736;10B17CI572;14B1NCI834;10B19CI591
456,Student_456,CSE,6,4,5,AI,10B19CI891;10B17CI673;10B11CI611;11B1NCI831
457,Student_457,ECE,4,5,6.03,ML,10B11PD611;10B13PD831;10B19CI591;10B11PH611;10B1NPD735
458,Student_458,ECE,8,5,8.15,Cybersecurity,10B13PD832;10B11EC514;10B28CI581;13B1NCI834;10B19CI591
459,Student_459,CSE,2,8,7.62,IoT,10B1NPD735;14B1NCI835;10B11CI612;10B17CI572;10B1NCI835;10B13PD831;10B19CI591;10B17CI671
460,Student_460,CSE,2,8,6.73,Cybersecurity,10B17CI673;12B2NCI752;10B11CI613;10B19CI791;14B1NCI835;10B17CI672;13B11NHS731;10B1NCI831
461,Student_461,ECE,5,4,6.97,IoT,10B19CI791;10B11PD611;10B13PD831;10B17CI671
462,Student_462,CSE,7,6,6.17,AI,14B1NCI835;10B17CI571;10B19CI791;10B1NPD733;10B1NPD735;10B13CI834
463,Student_463,ECE,8,5,7.25,IoT,10B11CI613;10B19CI591;10B1NCI835;10B11CI612;10B11CI511
464,Student_464,CSE,4,3,7.92,ML,10B1NCI736;10B1NCI831;14B1NCI831
465,Student_465,ECE,7,6,5.06,IoT,10B11PH611;10B17EC574;14B1NCI831;10B1NCI733;10B17CI571;10B1NCI835
466,Student_466,CSE,4,5,7.36,Data Science,10B1NCI731;10B17CI673;14B1NCI832;10B19CI691;10B1NCI835
467,Student_467,ECE,4,10,8.12,ML,14B1NCI833;10B19CI591;10B1NPD734;10B17CI572;10B11PD611;13B1NCI834;13B11NHS731;10B11CI513;10B11CI611;12B2NCI752
468,Student_468,CSE,6,7,6.5,AI,10B28CI581;10B11CI612;10B11CI611;10B19GE698;12B1NHS831;14B1NCI731;10B11CI511
469,Student_469,CSE,6,3,7.84,ML,10B11CI613;10B19CI791;10B17CI571
470,Student_470,ECE,1,5,10,Data Science,10B13PD831;13B1NCI832;10B17CI672;10B11CI613;10B2NCI853
471,Student_471,CSE,7,8,6.87,AI,14B1NCI731;12B1NHS831;14B1NCI834;14B1NCI831;10B19CI791;10B17CI572;10B11CI513;10B13PD832
472,Student_472,ECE,7,10,7.47,Cybersecurity,10B13PD831;10B2NCI853;14B1NCI834;14B1NCI832;10B28CI581;10B1NCI733;10B17CI571;10B11CI513;10B1NCI835;10B17EC574
473,Student_473,CSE,3,3,6.11,Data Science,10B11PH611;10B1NPD732;14B1NCI835
474,Student_474,ECE,5,2,7.22,AI,10B1NCI831;13B1NCI832
475,Student_475,CSE,5,10,7.55,IoT,12B2NCI752;10B17CI673;11B1NCI731;10B1NCI835;10B11CI513;14B1NCI834;13B1NCI831;13B1NHS831;10B19CI891;10B11PD611
476,Student_476,ECE,5,7,7.23,ML,12B2NCI752;10B1NPD734;13B1NCI831;14B1NCI835;10B19CI591;10B1NCI835;10B13PD832
477,Student_477,CSE,3,4,5.78,AI,10B17CI672;10B13PD831;12B2NCI752;13B1NCI832
478,Student_478,ECE,3,7,7.25,ML,10B19CI591;10B19CI891;14B1NCI731;11B1NCI731;12B2NCI752;10B17CI572;14B1NCI832
479,Student_479,CSE,4,1,8.75,IoT,10B11CI512
480,Student_480,ECE,7,6,7.54,AI,14B1NCI835;14B1NCI731;10B1NCI736;10B17CI672;10B13PD831;10B11PD511
481,Student_481,ECE,6,7,8.15,Cybersecurity,10B17CI571;10B1NCI733;10B1NPD733;10B11CI513;10B13PD832;10B19CI691;11B1NCI731
482,Student_482,ECE,4,8,6.72,Data Science,10B17CI673;14B1NCI834;10B1NCI837;10B13CI834;10B19CI891;14B1NCI731;10B1NPD732;14B1NCI833
483,Student_483,CSE,6,4,7.9,AI,10B1NCI835;10B1NPD732;10B11PH611;10B19CI791
484,Student_484,ECE,1,6,7.34,IoT,10B1NCI831;10B11EC514;10B1NPD732;10B11CI611;10B1NCI733;14B1NCI831
485,Student_485,CSE,7,4,5.86,AI,10B1NCI837;10B1NCI831;11B1NCI731;13B1NHS831
486,Student_486,ECE,1,7,7.38,ML,10B11PD611;14B1NCI833;13B11NHS731;10B11PD511;10B19GE698;10B17CI571;10B1NCI731
487,Student_487,CSE,4,4,5.81,Robotics,14B1NCI831;10B11CI612;10B17EC574;10B11CI613
488,Student_488,ECE,2,5,6.24,AI,10B13CI834;10B11PD611;13B1NCI834;14B1NCI835;13B1NCI831
489,Student_489,CSE,2,4,7.23,Cybersecurity,10B19CI791;13B11NHS731;10B17CI672;13B1NCI834
490,Student_490,CSE,7,7,7.36,AI,10B11CI613;10B19CI691;10B17CI671;10B1NPD732;10B1NCI835;10B1NPD733;10B28CI581
491,Student_491,ECE,4,8,5.57,Data Science,10B11PD511;10B19GE698;10B17EC574;10B19CI591;10B1NPD735;10B13PD832;10B1NPD732;10B11CI611
492,Student_492,CSE,5,6,8.26,AI,10B11CI513;10B19CI791;12B1NHS831;10B17CI571;10B13PD831;10B11CI611
493,Student_493,CSE,4,6,7.69,Robotics,10B17CI673;10B1NPD733;10B11CI613;10B1NCI835;10B17CI571;10B17CI572
494,Student_494,ECE,5,3,6.15,ML,11B1NCI831;10B1NCI831;10B2NCI853
495,Student_495,CSE,5,5,5.15,AI,10B11CI613;10B2NCI853;10B13PD832;13B1NCI831;10B11CI513
496,Student_496,CSE,2,6,6.83,Cybersecurity,10B11CI611;13B11NHS731;10B11PD611;10B17CI571;14B1NCI731;10B17CI572
497,Student_497,CSE,6,10,6.46,IoT,10B17CI672;10B13PD832;10B17CI572;14B1NCI834;10B17CI671;10B1NCI731;10B11CI611;10B1NCI736;10B17CI571;13B1NHS831
498,Student_498,ECE,4,4,7.14,AI,10B19CI591;10B11CI513;14B1NCI834;10B11EC514
499,Student_499,CSE,1,9,6.56,AI,10B17EC574;10B19CI791;14B1NCI834;14B1NCI731;11B1NCI731;14B1NCI832;10B11PH611;10B1NCI733;10B17CI672
500,Student_500,ECE,4,8,5,Data Science,12B1NHS831;10B1NCI733;14B1NCI834;10B11CI513;13B11NHS731;10B28CI581;10B11CI612;14B1NCI833
501,Student_501,CSE,8,7,6.53,Cybersecurity,13B1NCI831;10B1NPD732;10B11CI512;10B11CI513;10B11PD611;10B19CI591;13B1NCI832
502,Student_502,CSE,6,10,6.63,Robotics,10B11CI511;10B17CI672;10B19CI791;10B11PD511;10B11CI512;10B1NPD732;10B17CI571;13B11NHS731;10B17CI671;10B17EC574
503,Student_503,CSE,4,7,7.76,IoT,14B1NCI831;10B1NCI736;10B1NPD733;12B1NHS831;10B11PD511;10B19CI591;10B11CI511
504,Student_504,ECE,4,7,6.16,ML,10B19CI591;10B17CI671;14B1NCI834;10B11CI613;13B11NHS731;10B11EC514;14B1NCI835
505,Student_505,CSE,4,6,9.01,AI,10B17CI673;10B17CI572;10B1NPD732;10B1NCI731;14B1NCI731;14B1NCI832
506,Student_506,CSE,8,8,5,Robotics,10B1NCI835;10B17EC574;14B1NCI833;10B1NCI831;10B19CI791;10B17CI673;10B19CI591;10B28CI581
507,Student_507,ECE,5,8,8.57,IoT,10B19CI691;10B13PD831;10B28CI581;14B1NCI831;10B1NCI831;10B11CI612;10B11CI611;12B1NHS831
508,Student_508,CSE,5,5,6.73,ML,10B11CI512;10B13PD831;10B1NCI837;10B19CI891;10B17CI671
509,Student_509,ECE,7,3,8.03,Robotics,14B1NCI831;10B1NCI837;13B1NCI834
510,Student_510,ECE,5,6,7.1,Cybersecurity,10B11CI612;14B1NCI835;12B2NCI752;11B1NCI831;13B1NCI834;13B1NCI831
511,Student_511,CSE,4,4,8.37,Cybersecurity,11B1NCI831;14B1NCI731;10B11PD511;10B11PD611
512,Student_512,ECE,4,6,6.54,IoT,13B1NCI834;11B1NCI831;10B19CI791;10B1NPD733;10B11PH611;10B11PD511
513,Student_513,CSE,4,8,5.68,ML,10B13CI834;10B11CI612;10B17CI572;10B19CI691;12B2NCI752;10B1NCI733;13B1NHS831;10B11CI511
514,Student_514,ECE,4,5,8.7,Cybersecurity,10B11PD511;10B11PD611;10B17CI671;10B28CI581;14B1NCI831
515,Student_515,ECE,6,6,6.86,IoT,10B19CI591;10B11CI612;10B1NCI731;10B1NPD732;12B1NHS831;10B1NCI736
516,Student_516,CSE,5,6,7.27,Cybersecurity,10B11CI612;10B1NCI831;10B13CI834;10B11EC514;10B2NCI853;10B17EC574
517,Student_517,ECE,6,8,8.48,Cybersecurity,13B1NCI834;10B1NPD733;10B1NPD732;10B13PD831;10B13CI834;10B1NCI837;10B1NPD734;10B11CI613
518,Student_518,ECE,4,2,5.76,Robotics,10B17CI673;10B11PD511
519,Student_519,ECE,5,5,7.71,Robotics,10B11CI611;14B1NCI835;14B1NCI834;13B1NCI831;10B19CI891
520,Student_520,ECE,1,6,6.29,Cybersecurity,10B17CI672;13B1NCI832;10B13CI834;10B1NCI736;10B11CI513;10B1NCI837
521,Student_521,ECE,6,8,6.84,Data Science,10B11CI511;10B17CI672;10B11CI512;10B1NPD733;14B1NCI835;10B19CI591;10B19CI691;14B1NCI832
522,Student_522,CSE,5,5,7.09,Robotics,10B1NCI731;10B1NPD732;14B1NCI731;10B2NCI853;10B11CI511
523,Student_523,ECE,6,2,5.2,ML,10B13PD832;10B11PD511
524,Student_524,CSE,1,7,6.07,IoT,10B1NCI837;10B11CI612;10B13PD832;10B1NPD735;10B11PD511;10B17EC574;13B1NCI831
525,Student_525,ECE,8,5,8.62,IoT,10B13CI834;10B19CI791;10B11CI613;12B2NCI752;10B1NPD734
526,Student_526,CSE,4,4,8.06,ML,10B1NCI731;10B11EC514;10B28CI581;10B19CI691
527,Student_527,CSE,7,5,6.92,ML,10B11PD511;10B13PD832;10B11CI611;10B17EC574;10B11PH611
528,Student_528,ECE,2,6,7.29,ML,10B11CI513;10B28CI581;10B13CI834;10B1NPD735;10B2NCI853;10B1NPD732
529,Student_529,ECE,6,5,6.65,ML,10B1NCI835;10B19CI791;10B13PD832;14B1NCI833;10B28CI581
530,Student_530,ECE,2,2,8.63,AI,10B28CI581;10B19CI791
531,Student_531,CSE,3,8,6.76,IoT,10B11PD611;10B11PD511;10B11PH611;14B1NCI831;10B1NPD734;10B19CI791;10B11CI513;13B1NCI831
532,Student_532,ECE,8,9,7.28,AI,10B1NPD732;10B11CI613;13B1NCI834;10B17CI672;10B1NCI736;10B11CI512;10B19CI891;10B17EC574;14B1NCI832
533,Student_533,CSE,4,7,8.38,Cybersecurity,10B11PD611;10B13PD832;10B11PH611;10B19CI891;10B11PD511;10B1NCI831;11B1NCI731
534,Student_534,CSE,5,4,6.07,Cybersecurity,14B1NCI833;10B11EC514;10B1NCI835;10B28CI581
535,Student_535,CSE,6,6,8.87,IoT,10B11EC514;14B1NCI834;10B1NPD732;10B11PD611;10B19GE698;10B1NCI736
536,Student_536,ECE,5,6,5.16,Cybersecurity,10B13CI834;10B2NCI853;12B1NHS831;10B11CI512;10B17CI571;13B1NCI832
537,Student_537,ECE,5,7,8.96,ML,11B1NCI831;10B11CI511;14B1NCI833;10B13PD831;13B1NCI831;10B11CI613;10B17CI673
538,Student_538,CSE,5,7,6.55,AI,10B13CI834;13B1NCI834;10B11CI612;14B1NCI834;14B1NCI832;10B17EC574;10B19GE698
539,Student_539,CSE,8,5,6.71,ML,11B1NCI831;10B11CI512;10B13CI834;10B19CI891;10B1NPD734
540,Student_540,ECE,4,6,5,Cybersecurity,10B11PD511;10B11CI613;14B1NCI731;10B17CI572;10B17CI571;10B17CI673
541,Student_541,CSE,5,7,6.45,Robotics,10B11EC514;10B1NPD734;10B19CI791;10B19CI691;10B17CI671;14B1NCI831;14B1NCI832
542,Student_542,ECE,7,9,5.75,AI,10B1NPD734;14B1NCI833;10B11CI611;10B19GE698;10B1NPD735;13B1NCI834;10B1NCI835;14B1NCI831;10B1NCI731
543,Student_543,CSE,7,7,6.27,ML,10B1NPD733;10B1NCI835;10B13PD832;10B19CI891;10B11CI613;10B28CI581;10B17CI572
544,Student_544,ECE,7,8,6.84,IoT,10B11CI513;11B1NCI731;10B17CI671;10B11CI612;10B11CI611;10B11PD511;10B19CI791;10B11CI613
545,Student_545,CSE,6,6,8.15,ML,10B17CI572;10B2NCI853;10B1NCI831;14B1NCI834;10B11EC514;10B11CI513
546,Student_546,ECE,2,9,7.25,Robotics,10B11CI613;10B17CI571;10B11PD511;14B1NCI833;10B11CI511;14B1NCI731;10B28CI581;10B19CI691;10B17CI673
547,Student_547,CSE,8,7,7.37,Cybersecurity,10B11CI613;13B1NHS831;14B1NCI835;10B1NCI731;10B13PD831;10B1NCI837;14B1NCI832
548,Student_548,ECE,2,4,5.69,AI,10B11CI611;10B1NPD733;10B13PD832;10B19CI791
549,Student_549,ECE,5,9,5.94,IoT,10B17CI671;14B1NCI731;10B1NCI733;10B1NCI736;10B11PD611;10B11CI513;10B19CI791;10B19CI691;10B17CI571
550,Student_550,CSE,3,7,9.16,AI,12B2NCI752;13B1NCI832;10B1NCI835;10B19GE698;10B1NPD733;10B11PH611;10B2NCI853
551,Student_551,CSE,4,5,6.12,IoT,13B1NCI834;10B11PD511;10B1NPD734;10B17CI673;10B17CI571
552,Student_552,ECE,5,5,8.99,AI,13B1NCI832;13B11NHS731;10B1NPD734;10B17EC574;10B19CI591
553,Student_553,CSE,5,7,6.71,Cybersecurity,13B1NCI832;10B1NCI733;10B17CI571;14B1NCI835;14B1NCI832;10B19CI691;14B1NCI833
554,Student_554,ECE,5,7,7,IoT,10B13CI834;10B1NCI835;12B1NHS831;10B19GE698;10B17CI572;13B1NCI834;11B1NCI731
555,Student_555,CSE,8,6,8.28,Data Science,10B19CI891;13B1NCI831;14B1NCI835;10B1NCI733;11B1NCI731;14B1NCI731
556,Student_556,ECE,5,7,8.53,AI,10B13PD832;14B1NCI832;12B2NCI752;10B1NPD735;10B11CI513;13B1NCI831;10B11PD611
557,Student_557,ECE,4,9,6.87,AI,10B11EC514;14B1NCI834;10B2NCI853;14B1NCI832;10B11CI612;10B17CI572;10B17CI571;10B19CI891;10B1NPD733
558,Student_558,ECE,6,8,6.53,ML,10B28CI581;10B17CI571;13B1NHS831;10B17CI572;10B11EC514;10B13PD831;10B2NCI853;10B1NCI736
559,Student_559,ECE,7,6,6.93,IoT,13B1NCI831;10B1NPD734;10B19CI791;10B11CI512;10B2NCI853;10B19CI691
560,Student_560,ECE,2,8,7.41,Robotics,14B1NCI731;10B1NPD735;10B1NCI835;10B1NCI733;10B19CI691;10B17CI571;10B1NCI731;10B1NCI736
561,Student_561,ECE,6,4,8.07,Data Science,10B19CI591;10B17CI572;13B1NCI834;14B1NCI731
562,Student_562,CSE,6,7,7.01,Cybersecurity,10B1NCI733;10B1NCI837;13B1NHS831;13B1NCI834;10B13CI834;10B17CI572;10B13PD831
563,Student_563,CSE,4,10,7.74,ML,10B13PD831;14B1NCI731;10B28CI581;10B11CI513;10B17CI572;10B11PD611;10B17CI571;10B1NCI835;13B1NCI831;10B11CI612
564,Student_564,CSE,7,6,8.97,Data Science,10B13PD831;13B1NCI834;10B1NPD735;10B19CI591;14B1NCI835;10B17CI671
565,Student_565,ECE,4,4,7.46,IoT,10B19CI891;10B13CI834;10B2NCI853;10B1NPD732
566,Student_566,ECE,5,5,7.37,Data Science,14B1NCI832;10B11CI612;10B11CI613;10B11CI512;10B1NCI835
567,Student_567,ECE,4,4,5.18,AI,10B19CI691;10B17CI671;10B17CI571;10B1NCI731
568,Student_568,ECE,5,4,5,AI,10B11CI612;10B19CI591;10B19CI791;10B11PD611
569,Student_569,CSE,2,5,7.47,ML,13B1NCI832;10B19CI691;12B2NCI752;10B17CI572;10B11CI513
570,Student_570,CSE,2,3,6.89,IoT,10B11CI513;10B11CI613;10B1NCI733
571,Student_571,ECE,8,6,6.38,IoT,10B11EC514;10B17CI572;10B11CI613;13B1NCI832;10B19CI691;10B11CI611
572,Student_572,CSE,3,8,7.29,Data Science,13B1NCI831;10B11CI513;10B17CI671;10B11PD611;10B13PD831;12B2NCI752;10B11CI612;13B1NCI834
573,Student_573,CSE,3,4,6.93,ML,14B1NCI731;10B1NCI731;14B1NCI835;10B11CI613
574,Student_574,ECE,1,9,8.35,IoT,10B2NCI853;10B11EC514;10B17EC574;10B11PD511;12B1NHS831;10B17CI673;10B19CI891;10B1NCI736;10B17CI671
575,Student_575,CSE,3,7,7.1,Robotics,10B19GE698;10B1NPD734;10B17CI672;10B19CI691;11B1NCI731;10B1NCI837;10B1NPD733
576,Student_576,ECE,2,8,6.1,Robotics,10B1NCI831;10B1NCI736;10B13CI834;14B1NCI833;14B1NCI831;10B11PD611;13B1NCI834;10B17CI673
577,Student_577,CSE,8,5,8.19,AI,10B11CI511;10B17CI671;10B1NCI736;10B19CI791;10B11EC514
578,Student_578,ECE,7,8,6.74,Data Science,11B1NCI731;10B19GE698;10B11CI512;14B1NCI832;10B17CI571;10B1NPD734;10B11CI513;13B1NCI831
579,Student_579,ECE,3,4,7.63,Cybersecurity,10B11EC514;10B17EC574;10B1NCI835;10B19CI791
580,Student_580,ECE,8,8,6.43,AI,14B1NCI832;10B1NCI835;10B19CI791;10B11EC514;10B17CI672;13B1NHS831;14B1NCI831;10B17CI673
581,Student_581,ECE,6,6,6.22,ML,11B1NCI731;10B1NPD734;10B1NCI733;10B17CI672;10B19CI691;10B1NPD733
582,Student_582,CSE,4,7,7.1,IoT,12B1NHS831;10B1NCI835;10B13PD831;10B17EC574;10B11CI512;10B1NCI733;12B2NCI752
583,Student_583,ECE,1,4,7.02,AI,10B19CI591;10B19CI891;13B1NCI832;10B13PD831
584,Student_584,ECE,8,4,7.58,Cybersecurity,10B1NCI835;10B11CI513;10B1NCI736;10B11CI611
585,Student_585,ECE,2,7,6.68,Cybersecurity,10B17CI673;13B1NCI834;10B1NPD733;10B28CI581;10B17CI671;10B11CI511;14B1NCI832
586,Student_586,CSE,1,4,5,Robotics,10B17CI571;14B1NCI831;14B1NCI834;10B1NPD733
587,Student_587,ECE,7,7,6.48,ML,14B1NCI831;10B11PD611;10B13PD832;10B17CI571;10B13CI834;10B1NCI835;12B1NHS831
588,Student_588,CSE,8,3,7.95,AI,10B13CI834;10B28CI581;10B1NCI831
589,Student_589,ECE,7,8,6.64,Data Science,10B19CI891;10B1NPD732;10B28CI581;14B1NCI834;10B11PH611;10B11CI513;10B1NCI731;13B1NCI831
590,Student_590,CSE,6,4,6.7,AI,10B11CI511;10B2NCI853;10B13PD831;10B17CI673
591,Student_591,CSE,6,7,8.18,Robotics,10B1NCI837;10B1NPD734;14B1NCI731;10B19CI591;10B17CI673;12B2NCI752;13B1NHS831
592,Student_592,ECE,6,7,6.15,Cybersecurity,12B2NCI752;10B17CI571;10B17CI671;12B1NHS831;10B1NCI736;10B11CI612;10B17CI672
593,Student_593,CSE,6,5,5.15,ML,10B1NPD735;14B1NCI834;14B1NCI835;10B11PH611;10B13CI834
594,Student_594,ECE,5,7,6.81,ML,10B11EC514;10B11PD611;13B1NCI832;10B19GE698;10B11CI513;10B13CI834;12B1NHS831
595,Student_595,ECE,5,7,6.42,Data Science,10B11CI512;10B17EC574;10B1NCI736;10B1NPD734;10B11PD511;14B1NCI835;13B1NHS831
596,Student_596,ECE,4,5,5.84,ML,10B11EC514;10B13PD831;10B17CI672;13B1NHS831;10B1NCI837
597,Student_597,CSE,3,4,6.79,Robotics,10B1NCI736;10B11CI613;14B1NCI832;10B28CI581
598,Student_598,CSE,4,2,7.59,Robotics,10B11CI612;10B19CI591
599,Student_599,ECE,1,7,6.99,Robotics,14B1NCI831;10B19CI591;10B1NPD735;10B11CI612;10B1NCI731;10B11CI511;10B17CI672
600,Student_600,ECE,4,3,7.37,ML,13B1NCI834;10B19CI791;10B11CI513
601,Student_601,CSE,3,6,9.18,ML,10B19CI791;14B1NCI832;14B1NCI834;10B11PD611;13B1NCI831;13B11NHS731
602,Student_602,ECE,2,5,6.59,Robotics,12B1NHS831;10B1NPD735;13B1NCI832;10B17CI571;10B19GE698
603,Student_603,ECE,5,7,7.33,ML,10B1NCI731;10B17CI671;14B1NCI834;13B11NHS731;14B1NCI835;10B1NPD732;10B1NCI733
604,Student_604,ECE,7,5,6.39,ML,13B1NCI831;10B11CI613;14B1NCI731;10B11CI611;13B1NCI832
605,Student_605,CSE,6,5,5.98,Cybersecurity,10B1NPD733;10B1NPD734;13B11NHS731;10B17EC574;10B17CI572
606,Student_606,CSE,1,7,6.3,AI,10B1NCI835;10B11EC514;10B13PD831;10B13PD832;10B11PH611;11B1NCI731;11B1NCI831
607,Student_607,CSE,3,7,6.43,IoT,10B19CI791;10B17CI672;10B13PD831;10B17CI673;10B1NCI736;10B2NCI853;10B11CI511
608,Student_608,ECE,6,7,7.43,ML,10B13PD832;12B1NHS831;10B17CI671;10B11CI513;10B1NCI831;10B19GE698;10B19CI891
609,Student_609,ECE,3,7,9.82,IoT,10B19GE698;10B1NCI831;10B11CI511;10B13PD831;13B1NCI834;10B1NCI837;10B17CI673
610,Student_610,ECE,4,3,6.14,IoT,10B11PD511;14B1NCI731;10B19CI691
